"Jahr","Partei","ParteiNr","Wahlkreis","WahlkreisSort","Stimmenanteil"
2002,"AL",7,"Kreis 9",6,2.1
2002,"EVP",8,"Kreis 9",6,4.5
2002,"Demokraten",9,"Kreis 9",6,
2002,"LDU",15,"Kreis 9",6,
2006,"SP",1,"Kreis 9",6,33
2006,"BGB/SVP",2,"Kreis 9",6,24.8
2006,"FDP",3,"Kreis 9",6,9.5
2006,"GPS",4,"Kreis 9",6,7.2
2006,"GLP",5,"Kreis 9",6,2.4
2006,"CVP/Die Mitte",6,"Kreis 9",6,8.9
2006,"AL",7,"Kreis 9",6,1.9
2006,"EVP",8,"Kreis 9",6,7.7
2006,"Demokraten",9,"Kreis 9",6,
2006,"LDU",15,"Kreis 9",6,
2010,"SP",1,"Kreis 9",6,28.8
2010,"BGB/SVP",2,"Kreis 9",6,25.5
2010,"FDP",3,"Kreis 9",6,10.8
2010,"GPS",4,"Kreis 9",6,8
2010,"GLP",5,"Kreis 9",6,7.9
2010,"CVP/Die Mitte",6,"Kreis 9",6,6.9
2010,"AL",7,"Kreis 9",6,2.5
2010,"EVP",8,"Kreis 9",6,5
2010,"Demokraten",9,"Kreis 9",6,
2010,"LDU",15,"Kreis 9",6,
2014,"SP",1,"Kreis 9",6,26.9
2014,"BGB/SVP",2,"Kreis 9",6,24
2014,"FDP",3,"Kreis 9",6,12.4
2014,"GPS",4,"Kreis 9",6,8.7
2014,"GLP",5,"Kreis 9",6,8.6
2014,"CVP/Die Mitte",6,"Kreis 9",6,6.3
2014,"AL",7,"Kreis 9",6,4.7
2014,"EVP",8,"Kreis 9",6,5
2014,"Demokraten",9,"Kreis 9",6,
2014,"LDU",15,"Kreis 9",6,
2018,"SP",1,"Kreis 9",6,31.9
2018,"BGB/SVP",2,"Kreis 9",6,17.9
2018,"FDP",3,"Kreis 9",6,14.2
2018,"GPS",4,"Kreis 9",6,10.8
2018,"GLP",5,"Kreis 9",6,8.7
2018,"CVP/Die Mitte",6,"Kreis 9",6,4.9
2018,"AL",7,"Kreis 9",6,5.4
2018,"Demokraten",9,"Kreis 9",6,
2018,"EVP",14,"Kreis 9",6,5.2
2018,"LDU",15,"Kreis 9",6,
2022,"SP",1,"Kreis 9",6,28.14
2022,"BGB/SVP",2,"Kreis 9",6,14.17
2022,"FDP",3,"Kreis 9",6,15.56
2022,"GPS",4,"Kreis 9",6,13.08
2022,"GLP",5,"Kreis 9",6,10.69
2022,"CVP/Die Mitte",6,"Kreis 9",6,7.04
2022,"AL",7,"Kreis 9",6,5.43
2022,"EVP",8,"Kreis 9",6,3.85
2022,"Demokraten",9,"Kreis 9",6,
2022,"LDU",15,"Kreis 9",6,
1913,"SP",1,"Kreis 10",7,
1913,"BGB/SVP",2,"Kreis 10",7,
1913,"FDP",3,"Kreis 10",7,
1913,"GPS",4,"Kreis 10",7,
1913,"GLP",5,"Kreis 10",7,
1913,"CVP/Die Mitte",6,"Kreis 10",7,
1913,"AL",7,"Kreis 10",7,
1913,"EVP",8,"Kreis 10",7,
1913,"Demokraten",9,"Kreis 10",7,
1913,"LDU",15,"Kreis 10",7,
1916,"SP",1,"Kreis 10",7,
1916,"BGB/SVP",2,"Kreis 10",7,
1916,"FDP",3,"Kreis 10",7,
1916,"GPS",4,"Kreis 10",7,
1916,"GLP",5,"Kreis 10",7,
1916,"CVP/Die Mitte",6,"Kreis 10",7,
1916,"AL",7,"Kreis 10",7,
1916,"EVP",8,"Kreis 10",7,
1916,"Demokraten",9,"Kreis 10",7,
1916,"LDU",15,"Kreis 10",7,
1919,"SP",1,"Kreis 10",7,
1919,"BGB/SVP",2,"Kreis 10",7,
1919,"FDP",3,"Kreis 10",7,
1919,"GPS",4,"Kreis 10",7,
1919,"GLP",5,"Kreis 10",7,
1919,"CVP/Die Mitte",6,"Kreis 10",7,
1919,"AL",7,"Kreis 10",7,
1919,"EVP",8,"Kreis 10",7,
1919,"Demokraten",9,"Kreis 10",7,
1919,"LDU",15,"Kreis 10",7,
1922,"SP",1,"Kreis 10",7,
1922,"BGB/SVP",2,"Kreis 10",7,
1922,"FDP",3,"Kreis 10",7,
1922,"GPS",4,"Kreis 10",7,
1922,"GLP",5,"Kreis 10",7,
1922,"CVP/Die Mitte",6,"Kreis 10",7,
1922,"AL",7,"Kreis 10",7,
1922,"EVP",8,"Kreis 10",7,
1922,"Demokraten",9,"Kreis 10",7,
1922,"LDU",15,"Kreis 10",7,
1925,"SP",1,"Kreis 10",7,
1925,"BGB/SVP",2,"Kreis 10",7,
1925,"FDP",3,"Kreis 10",7,
1925,"GPS",4,"Kreis 10",7,
1925,"GLP",5,"Kreis 10",7,
1925,"CVP/Die Mitte",6,"Kreis 10",7,
1925,"AL",7,"Kreis 10",7,
1925,"EVP",8,"Kreis 10",7,
1925,"Demokraten",9,"Kreis 10",7,
1925,"LDU",15,"Kreis 10",7,
1928,"SP",1,"Kreis 10",7,
1928,"BGB/SVP",2,"Kreis 10",7,
1928,"FDP",3,"Kreis 10",7,
1928,"GPS",4,"Kreis 10",7,
1928,"GLP",5,"Kreis 10",7,
1928,"CVP/Die Mitte",6,"Kreis 10",7,
1928,"AL",7,"Kreis 10",7,
1928,"EVP",8,"Kreis 10",7,
1928,"Demokraten",9,"Kreis 10",7,
1928,"LDU",15,"Kreis 10",7,
1931,"SP",1,"Kreis 10",7,
1931,"BGB/SVP",2,"Kreis 10",7,
1931,"FDP",3,"Kreis 10",7,
1931,"GPS",4,"Kreis 10",7,
1931,"GLP",5,"Kreis 10",7,
1931,"CVP/Die Mitte",6,"Kreis 10",7,
1931,"AL",7,"Kreis 10",7,
1931,"EVP",8,"Kreis 10",7,
1931,"Demokraten",9,"Kreis 10",7,
1931,"LDU",15,"Kreis 10",7,
1933,"SP",1,"Kreis 10",7,53.2
1933,"BGB/SVP",2,"Kreis 10",7,5.1
1933,"FDP",3,"Kreis 10",7,14.2
1933,"GPS",4,"Kreis 10",7,
1933,"GLP",5,"Kreis 10",7,
1933,"CVP/Die Mitte",6,"Kreis 10",7,7.3
1933,"AL",7,"Kreis 10",7,
1933,"EVP",8,"Kreis 10",7,2.4
1933,"Demokraten",9,"Kreis 10",7,7.4
1933,"LDU",15,"Kreis 10",7,
1938,"SP",1,"Kreis 10",7,46.8
1938,"BGB/SVP",2,"Kreis 10",7,4.4
1938,"FDP",3,"Kreis 10",7,10.4
1938,"GPS",4,"Kreis 10",7,
1938,"GLP",5,"Kreis 10",7,
1938,"CVP/Die Mitte",6,"Kreis 10",7,6.3
1938,"AL",7,"Kreis 10",7,
1938,"EVP",8,"Kreis 10",7,1.7
1938,"Demokraten",9,"Kreis 10",7,4.7
1938,"LDU",15,"Kreis 10",7,17.4
1942,"SP",1,"Kreis 10",7,40.3
1942,"BGB/SVP",2,"Kreis 10",7,
1942,"FDP",3,"Kreis 10",7,11.2
1942,"GPS",4,"Kreis 10",7,
1942,"GLP",5,"Kreis 10",7,
1942,"CVP/Die Mitte",6,"Kreis 10",7,7.6
1942,"AL",7,"Kreis 10",7,
1942,"EVP",8,"Kreis 10",7,1.8
1942,"Demokraten",9,"Kreis 10",7,5.2
1942,"LDU",15,"Kreis 10",7,29.8
1946,"SP",1,"Kreis 10",7,33.7
1946,"BGB/SVP",2,"Kreis 10",7,4.9
1946,"FDP",3,"Kreis 10",7,10.3
1946,"GPS",4,"Kreis 10",7,
1946,"GLP",5,"Kreis 10",7,
1946,"CVP/Die Mitte",6,"Kreis 10",7,8
1946,"AL",7,"Kreis 10",7,
1946,"EVP",8,"Kreis 10",7,2
1946,"Demokraten",9,"Kreis 10",7,4.1
1946,"LDU",15,"Kreis 10",7,19.1
1950,"SP",1,"Kreis 10",7,36.1
1950,"BGB/SVP",2,"Kreis 10",7,6.2
1950,"FDP",3,"Kreis 10",7,13.1
1950,"GPS",4,"Kreis 10",7,
1950,"GLP",5,"Kreis 10",7,
1950,"CVP/Die Mitte",6,"Kreis 10",7,10.5
1950,"AL",7,"Kreis 10",7,
1950,"EVP",8,"Kreis 10",7,3.4
1950,"Demokraten",9,"Kreis 10",7,3.1
1950,"LDU",15,"Kreis 10",7,20.1
1954,"SP",1,"Kreis 10",7,36.1
1954,"BGB/SVP",2,"Kreis 10",7,7.3
1954,"FDP",3,"Kreis 10",7,14.3
1954,"GPS",4,"Kreis 10",7,
1954,"GLP",5,"Kreis 10",7,
1954,"CVP/Die Mitte",6,"Kreis 10",7,11.2
1954,"AL",7,"Kreis 10",7,
1954,"EVP",8,"Kreis 10",7,4.2
1954,"Demokraten",9,"Kreis 10",7,5.3
1954,"LDU",15,"Kreis 10",7,15.3
1958,"SP",1,"Kreis 10",7,35.5
1958,"BGB/SVP",2,"Kreis 10",7,7
1958,"FDP",3,"Kreis 10",7,15.7
1958,"GPS",4,"Kreis 10",7,
1958,"GLP",5,"Kreis 10",7,
1958,"CVP/Die Mitte",6,"Kreis 10",7,12.8
1958,"AL",7,"Kreis 10",7,
1958,"EVP",8,"Kreis 10",7,5.4
1958,"Demokraten",9,"Kreis 10",7,5
1958,"LDU",15,"Kreis 10",7,18.6
1962,"SP",1,"Kreis 10",7,34.2
1962,"BGB/SVP",2,"Kreis 10",7,7.6
1962,"FDP",3,"Kreis 10",7,19
1962,"GPS",4,"Kreis 10",7,
1962,"GLP",5,"Kreis 10",7,
1962,"CVP/Die Mitte",6,"Kreis 10",7,12.9
1962,"AL",7,"Kreis 10",7,
1962,"EVP",8,"Kreis 10",7,5.5
1962,"Demokraten",9,"Kreis 10",7,4.3
1962,"LDU",15,"Kreis 10",7,14.8
1966,"SP",1,"Kreis 10",7,32.8
1966,"BGB/SVP",2,"Kreis 10",7,6.8
1966,"FDP",3,"Kreis 10",7,17.3
1966,"GPS",4,"Kreis 10",7,
1966,"GLP",5,"Kreis 10",7,
1966,"CVP/Die Mitte",6,"Kreis 10",7,11.6
1966,"AL",7,"Kreis 10",7,
1966,"EVP",8,"Kreis 10",7,5.6
1966,"Demokraten",9,"Kreis 10",7,4.9
1966,"LDU",15,"Kreis 10",7,19
1970,"SP",1,"Kreis 10",7,30.5
1970,"BGB/SVP",2,"Kreis 10",7,6.6
1970,"FDP",3,"Kreis 10",7,19.8
1970,"GPS",4,"Kreis 10",7,
1970,"GLP",5,"Kreis 10",7,
1970,"CVP/Die Mitte",6,"Kreis 10",7,11.3
1970,"AL",7,"Kreis 10",7,
1970,"EVP",8,"Kreis 10",7,8.4
1970,"Demokraten",9,"Kreis 10",7,
1970,"LDU",15,"Kreis 10",7,22.6
1974,"SP",1,"Kreis 10",7,27.8
1974,"BGB/SVP",2,"Kreis 10",7,4.9
1974,"FDP",3,"Kreis 10",7,16.2
1974,"GPS",4,"Kreis 10",7,
1974,"GLP",5,"Kreis 10",7,
1974,"CVP/Die Mitte",6,"Kreis 10",7,11.7
1974,"AL",7,"Kreis 10",7,
1974,"EVP",8,"Kreis 10",7,7.3
1974,"Demokraten",9,"Kreis 10",7,
1974,"LDU",15,"Kreis 10",7,16.9
1978,"SP",1,"Kreis 10",7,33.8
1978,"BGB/SVP",2,"Kreis 10",7,5.7
1978,"FDP",3,"Kreis 10",7,18.2
1978,"GPS",4,"Kreis 10",7,
1978,"GLP",5,"Kreis 10",7,
1978,"CVP/Die Mitte",6,"Kreis 10",7,12.3
1978,"AL",7,"Kreis 10",7,
1978,"EVP",8,"Kreis 10",7,7.1
1978,"Demokraten",9,"Kreis 10",7,
1978,"LDU",15,"Kreis 10",7,14.2
1982,"SP",1,"Kreis 10",7,27.8
1982,"BGB/SVP",2,"Kreis 10",7,7.8
1982,"FDP",3,"Kreis 10",7,27.1
1982,"GPS",4,"Kreis 10",7,2.7
1982,"GLP",5,"Kreis 10",7,
1982,"CVP/Die Mitte",6,"Kreis 10",7,11.2
1982,"AL",7,"Kreis 10",7,
1982,"EVP",8,"Kreis 10",7,7.1
1982,"Demokraten",9,"Kreis 10",7,
1982,"LDU",15,"Kreis 10",7,9.3
1986,"SP",1,"Kreis 10",7,27.4
1986,"BGB/SVP",2,"Kreis 10",7,8
1986,"FDP",3,"Kreis 10",7,20.3
1986,"GPS",4,"Kreis 10",7,4.8
1986,"GLP",5,"Kreis 10",7,
1986,"CVP/Die Mitte",6,"Kreis 10",7,9.9
1986,"AL",7,"Kreis 10",7,
1986,"EVP",8,"Kreis 10",7,6.5
1986,"Demokraten",9,"Kreis 10",7,
1986,"LDU",15,"Kreis 10",7,8.9
1990,"SP",1,"Kreis 10",7,31.8
1990,"BGB/SVP",2,"Kreis 10",7,10.5
1990,"FDP",3,"Kreis 10",7,16.4
1990,"GPS",4,"Kreis 10",7,7
1990,"GLP",5,"Kreis 10",7,
1990,"CVP/Die Mitte",6,"Kreis 10",7,6.9
1990,"AL",7,"Kreis 10",7,4.3
1990,"EVP",8,"Kreis 10",7,5.2
1990,"Demokraten",9,"Kreis 10",7,
1990,"LDU",15,"Kreis 10",7,6.2
1994,"SP",1,"Kreis 10",7,29.5
1994,"BGB/SVP",2,"Kreis 10",7,16.3
1994,"FDP",3,"Kreis 10",7,19.8
1994,"GPS",4,"Kreis 10",7,4.6
1994,"GLP",5,"Kreis 10",7,
1994,"CVP/Die Mitte",6,"Kreis 10",7,5.2
1994,"AL",7,"Kreis 10",7,1.7
1994,"EVP",8,"Kreis 10",7,3.4
1994,"Demokraten",9,"Kreis 10",7,
1994,"LDU",15,"Kreis 10",7,5.7
1998,"SP",1,"Kreis 10",7,35
1998,"BGB/SVP",2,"Kreis 10",7,19.7
1998,"FDP",3,"Kreis 10",7,19.5
1998,"GPS",4,"Kreis 10",7,4.2
1998,"GLP",5,"Kreis 10",7,
1998,"CVP/Die Mitte",6,"Kreis 10",7,4.5
1998,"AL",7,"Kreis 10",7,1.7
1998,"EVP",8,"Kreis 10",7,3.5
1998,"Demokraten",9,"Kreis 10",7,
1998,"LDU",15,"Kreis 10",7,4.3
2002,"SP",1,"Kreis 10",7,35.9
2002,"BGB/SVP",2,"Kreis 10",7,18.7
2002,"FDP",3,"Kreis 10",7,18.1
2002,"GPS",4,"Kreis 10",7,7.7
2002,"GLP",5,"Kreis 10",7,
2002,"CVP/Die Mitte",6,"Kreis 10",7,5.7
2002,"AL",7,"Kreis 10",7,3.2
2002,"EVP",8,"Kreis 10",7,3
2002,"Demokraten",9,"Kreis 10",7,
2002,"LDU",15,"Kreis 10",7,
2006,"SP",1,"Kreis 10",7,35.2
2006,"BGB/SVP",2,"Kreis 10",7,19.5
2006,"FDP",3,"Kreis 10",7,15.2
2006,"GPS",4,"Kreis 10",7,9.7
2006,"GLP",5,"Kreis 10",7,2.6
2006,"CVP/Die Mitte",6,"Kreis 10",7,8.3
2006,"AL",7,"Kreis 10",7,2.5
2006,"EVP",8,"Kreis 10",7,4.7
2006,"Demokraten",9,"Kreis 10",7,
2006,"LDU",15,"Kreis 10",7,
2010,"SP",1,"Kreis 10",7,31.4
2010,"BGB/SVP",2,"Kreis 10",7,19.2
2010,"FDP",3,"Kreis 10",7,14
2010,"GPS",4,"Kreis 10",7,11.6
2010,"GLP",5,"Kreis 10",7,10
2010,"CVP/Die Mitte",6,"Kreis 10",7,4.6
2010,"AL",7,"Kreis 10",7,3.9
2010,"EVP",8,"Kreis 10",7,3.1
2010,"Demokraten",9,"Kreis 10",7,
2010,"LDU",15,"Kreis 10",7,
2014,"SP",1,"Kreis 10",7,30
2014,"BGB/SVP",2,"Kreis 10",7,17.8
2014,"FDP",3,"Kreis 10",7,16.1
2014,"GPS",4,"Kreis 10",7,10
2014,"GLP",5,"Kreis 10",7,10.2
2014,"CVP/Die Mitte",6,"Kreis 10",7,3.6
2014,"AL",7,"Kreis 10",7,6.3
2014,"EVP",8,"Kreis 10",7,2.9
2014,"Demokraten",9,"Kreis 10",7,
2014,"LDU",15,"Kreis 10",7,
2018,"SP",1,"Kreis 10",7,36.2
2018,"BGB/SVP",2,"Kreis 10",7,12.3
2018,"FDP",3,"Kreis 10",7,16
2018,"GPS",4,"Kreis 10",7,10.8
2018,"GLP",5,"Kreis 10",7,10.1
2018,"CVP/Die Mitte",6,"Kreis 10",7,2.8
2018,"AL",7,"Kreis 10",7,8.3
2018,"Demokraten",9,"Kreis 10",7,
2018,"EVP",14,"Kreis 10",7,2.3
2018,"LDU",15,"Kreis 10",7,
2022,"SP",1,"Kreis 10",7,30.7
2022,"BGB/SVP",2,"Kreis 10",7,10.46
2022,"FDP",3,"Kreis 10",7,16.99
2022,"GPS",4,"Kreis 10",7,15.14
2022,"GLP",5,"Kreis 10",7,12.89
2022,"CVP/Die Mitte",6,"Kreis 10",7,3.87
2022,"AL",7,"Kreis 10",7,7.19
2022,"EVP",8,"Kreis 10",7,2.02
2022,"Demokraten",9,"Kreis 10",7,
2022,"LDU",15,"Kreis 10",7,
1913,"SP",1,"Kreis 11 (bis 1970)",8.1,
1913,"BGB/SVP",2,"Kreis 11 (bis 1970)",8.1,
1913,"FDP",3,"Kreis 11 (bis 1970)",8.1,
1913,"GPS",4,"Kreis 11 (bis 1970)",8.1,
1913,"GLP",5,"Kreis 11 (bis 1970)",8.1,
1913,"CVP/Die Mitte",6,"Kreis 11 (bis 1970)",8.1,
1913,"AL",7,"Kreis 11 (bis 1970)",8.1,
1913,"EVP",8,"Kreis 11 (bis 1970)",8.1,
1913,"Demokraten",9,"Kreis 11 (bis 1970)",8.1,
1913,"LDU",15,"Kreis 11 (bis 1970)",8.1,
1916,"SP",1,"Kreis 11 (bis 1970)",8.1,
1916,"BGB/SVP",2,"Kreis 11 (bis 1970)",8.1,
1916,"FDP",3,"Kreis 11 (bis 1970)",8.1,
1916,"GPS",4,"Kreis 11 (bis 1970)",8.1,
1916,"GLP",5,"Kreis 11 (bis 1970)",8.1,
1916,"CVP/Die Mitte",6,"Kreis 11 (bis 1970)",8.1,
1916,"AL",7,"Kreis 11 (bis 1970)",8.1,
1916,"EVP",8,"Kreis 11 (bis 1970)",8.1,
1916,"Demokraten",9,"Kreis 11 (bis 1970)",8.1,
1916,"LDU",15,"Kreis 11 (bis 1970)",8.1,
1919,"SP",1,"Kreis 11 (bis 1970)",8.1,
1919,"BGB/SVP",2,"Kreis 11 (bis 1970)",8.1,
1919,"FDP",3,"Kreis 11 (bis 1970)",8.1,
1919,"GPS",4,"Kreis 11 (bis 1970)",8.1,
1919,"GLP",5,"Kreis 11 (bis 1970)",8.1,
1919,"CVP/Die Mitte",6,"Kreis 11 (bis 1970)",8.1,
1919,"AL",7,"Kreis 11 (bis 1970)",8.1,
1919,"EVP",8,"Kreis 11 (bis 1970)",8.1,
1919,"Demokraten",9,"Kreis 11 (bis 1970)",8.1,
1919,"LDU",15,"Kreis 11 (bis 1970)",8.1,
1922,"SP",1,"Kreis 11 (bis 1970)",8.1,
1922,"BGB/SVP",2,"Kreis 11 (bis 1970)",8.1,
1922,"FDP",3,"Kreis 11 (bis 1970)",8.1,
1922,"GPS",4,"Kreis 11 (bis 1970)",8.1,
1922,"GLP",5,"Kreis 11 (bis 1970)",8.1,
1922,"CVP/Die Mitte",6,"Kreis 11 (bis 1970)",8.1,
1922,"AL",7,"Kreis 11 (bis 1970)",8.1,
1922,"EVP",8,"Kreis 11 (bis 1970)",8.1,
1922,"Demokraten",9,"Kreis 11 (bis 1970)",8.1,
1922,"LDU",15,"Kreis 11 (bis 1970)",8.1,
1925,"SP",1,"Kreis 11 (bis 1970)",8.1,
1925,"BGB/SVP",2,"Kreis 11 (bis 1970)",8.1,
1925,"FDP",3,"Kreis 11 (bis 1970)",8.1,
1925,"GPS",4,"Kreis 11 (bis 1970)",8.1,
1925,"GLP",5,"Kreis 11 (bis 1970)",8.1,
1925,"CVP/Die Mitte",6,"Kreis 11 (bis 1970)",8.1,
1925,"AL",7,"Kreis 11 (bis 1970)",8.1,
1925,"EVP",8,"Kreis 11 (bis 1970)",8.1,
1925,"Demokraten",9,"Kreis 11 (bis 1970)",8.1,
1925,"LDU",15,"Kreis 11 (bis 1970)",8.1,
1928,"SP",1,"Kreis 11 (bis 1970)",8.1,
1928,"BGB/SVP",2,"Kreis 11 (bis 1970)",8.1,
1928,"FDP",3,"Kreis 11 (bis 1970)",8.1,
1928,"GPS",4,"Kreis 11 (bis 1970)",8.1,
1928,"GLP",5,"Kreis 11 (bis 1970)",8.1,
1928,"CVP/Die Mitte",6,"Kreis 11 (bis 1970)",8.1,
1928,"AL",7,"Kreis 11 (bis 1970)",8.1,
1928,"EVP",8,"Kreis 11 (bis 1970)",8.1,
1928,"Demokraten",9,"Kreis 11 (bis 1970)",8.1,
1928,"LDU",15,"Kreis 11 (bis 1970)",8.1,
1931,"SP",1,"Kreis 11 (bis 1970)",8.1,
1931,"BGB/SVP",2,"Kreis 11 (bis 1970)",8.1,
1931,"FDP",3,"Kreis 11 (bis 1970)",8.1,
1931,"GPS",4,"Kreis 11 (bis 1970)",8.1,
1931,"GLP",5,"Kreis 11 (bis 1970)",8.1,
1931,"CVP/Die Mitte",6,"Kreis 11 (bis 1970)",8.1,
1931,"AL",7,"Kreis 11 (bis 1970)",8.1,
1931,"EVP",8,"Kreis 11 (bis 1970)",8.1,
1931,"Demokraten",9,"Kreis 11 (bis 1970)",8.1,
1931,"LDU",15,"Kreis 11 (bis 1970)",8.1,
1933,"SP",1,"Kreis 11 (bis 1970)",8.1,50.7
1933,"BGB/SVP",2,"Kreis 11 (bis 1970)",8.1,8.1
1933,"FDP",3,"Kreis 11 (bis 1970)",8.1,9.1
1933,"GPS",4,"Kreis 11 (bis 1970)",8.1,
1933,"GLP",5,"Kreis 11 (bis 1970)",8.1,
1933,"CVP/Die Mitte",6,"Kreis 11 (bis 1970)",8.1,7.5
1933,"AL",7,"Kreis 11 (bis 1970)",8.1,
1933,"EVP",8,"Kreis 11 (bis 1970)",8.1,3.6
1933,"Demokraten",9,"Kreis 11 (bis 1970)",8.1,11
1933,"LDU",15,"Kreis 11 (bis 1970)",8.1,
1938,"SP",1,"Kreis 11 (bis 1970)",8.1,47.5
1938,"BGB/SVP",2,"Kreis 11 (bis 1970)",8.1,5.9
1938,"FDP",3,"Kreis 11 (bis 1970)",8.1,9.3
1938,"GPS",4,"Kreis 11 (bis 1970)",8.1,
1938,"GLP",5,"Kreis 11 (bis 1970)",8.1,
1938,"CVP/Die Mitte",6,"Kreis 11 (bis 1970)",8.1,6.4
1938,"AL",7,"Kreis 11 (bis 1970)",8.1,
1938,"EVP",8,"Kreis 11 (bis 1970)",8.1,1.7
1938,"Demokraten",9,"Kreis 11 (bis 1970)",8.1,8.1
1938,"LDU",15,"Kreis 11 (bis 1970)",8.1,16
1942,"SP",1,"Kreis 11 (bis 1970)",8.1,39.9
1942,"BGB/SVP",2,"Kreis 11 (bis 1970)",8.1,
1942,"FDP",3,"Kreis 11 (bis 1970)",8.1,10.7
1942,"GPS",4,"Kreis 11 (bis 1970)",8.1,
1942,"GLP",5,"Kreis 11 (bis 1970)",8.1,
1942,"CVP/Die Mitte",6,"Kreis 11 (bis 1970)",8.1,8.2
1942,"AL",7,"Kreis 11 (bis 1970)",8.1,
1942,"EVP",8,"Kreis 11 (bis 1970)",8.1,1.6
1942,"Demokraten",9,"Kreis 11 (bis 1970)",8.1,8.3
1942,"LDU",15,"Kreis 11 (bis 1970)",8.1,27.9
1946,"SP",1,"Kreis 11 (bis 1970)",8.1,36
1946,"BGB/SVP",2,"Kreis 11 (bis 1970)",8.1,4.7
1946,"FDP",3,"Kreis 11 (bis 1970)",8.1,8.6
1946,"GPS",4,"Kreis 11 (bis 1970)",8.1,
1946,"GLP",5,"Kreis 11 (bis 1970)",8.1,
1946,"CVP/Die Mitte",6,"Kreis 11 (bis 1970)",8.1,8.5
1946,"AL",7,"Kreis 11 (bis 1970)",8.1,
1946,"EVP",8,"Kreis 11 (bis 1970)",8.1,2.2
1946,"Demokraten",9,"Kreis 11 (bis 1970)",8.1,8.4
1946,"LDU",15,"Kreis 11 (bis 1970)",8.1,16.8
1950,"SP",1,"Kreis 11 (bis 1970)",8.1,34.9
1950,"BGB/SVP",2,"Kreis 11 (bis 1970)",8.1,5.1
1950,"FDP",3,"Kreis 11 (bis 1970)",8.1,11.2
1950,"GPS",4,"Kreis 11 (bis 1970)",8.1,
1950,"GLP",5,"Kreis 11 (bis 1970)",8.1,
1950,"CVP/Die Mitte",6,"Kreis 11 (bis 1970)",8.1,11.9
1950,"AL",7,"Kreis 11 (bis 1970)",8.1,
1950,"EVP",8,"Kreis 11 (bis 1970)",8.1,
1950,"Demokraten",9,"Kreis 11 (bis 1970)",8.1,
1950,"LDU",15,"Kreis 11 (bis 1970)",8.1,19.8
1954,"SP",1,"Kreis 11 (bis 1970)",8.1,36.1
1954,"BGB/SVP",2,"Kreis 11 (bis 1970)",8.1,4.3
1954,"FDP",3,"Kreis 11 (bis 1970)",8.1,11.1
1954,"GPS",4,"Kreis 11 (bis 1970)",8.1,
1954,"GLP",5,"Kreis 11 (bis 1970)",8.1,
1954,"CVP/Die Mitte",6,"Kreis 11 (bis 1970)",8.1,14.6
1954,"AL",7,"Kreis 11 (bis 1970)",8.1,
1954,"EVP",8,"Kreis 11 (bis 1970)",8.1,4.4
1954,"Demokraten",9,"Kreis 11 (bis 1970)",8.1,5.5
1954,"LDU",15,"Kreis 11 (bis 1970)",8.1,15.6
1958,"SP",1,"Kreis 11 (bis 1970)",8.1,37.5
1958,"BGB/SVP",2,"Kreis 11 (bis 1970)",8.1,4.9
1958,"FDP",3,"Kreis 11 (bis 1970)",8.1,10.4
1958,"GPS",4,"Kreis 11 (bis 1970)",8.1,
1958,"GLP",5,"Kreis 11 (bis 1970)",8.1,
1958,"CVP/Die Mitte",6,"Kreis 11 (bis 1970)",8.1,15.7
1958,"AL",7,"Kreis 11 (bis 1970)",8.1,
1958,"EVP",8,"Kreis 11 (bis 1970)",8.1,5.9
1958,"Demokraten",9,"Kreis 11 (bis 1970)",8.1,4.1
1958,"LDU",15,"Kreis 11 (bis 1970)",8.1,21.5
1962,"SP",1,"Kreis 11 (bis 1970)",8.1,35.7
1962,"BGB/SVP",2,"Kreis 11 (bis 1970)",8.1,5.6
1962,"FDP",3,"Kreis 11 (bis 1970)",8.1,13.1
1962,"GPS",4,"Kreis 11 (bis 1970)",8.1,
1962,"GLP",5,"Kreis 11 (bis 1970)",8.1,
1962,"CVP/Die Mitte",6,"Kreis 11 (bis 1970)",8.1,16.2
1962,"AL",7,"Kreis 11 (bis 1970)",8.1,
1962,"EVP",8,"Kreis 11 (bis 1970)",8.1,5.8
1962,"Demokraten",9,"Kreis 11 (bis 1970)",8.1,2.9
1962,"LDU",15,"Kreis 11 (bis 1970)",8.1,16
1966,"SP",1,"Kreis 11 (bis 1970)",8.1,33.5
1966,"BGB/SVP",2,"Kreis 11 (bis 1970)",8.1,6
1966,"FDP",3,"Kreis 11 (bis 1970)",8.1,10.6
1966,"GPS",4,"Kreis 11 (bis 1970)",8.1,
1966,"GLP",5,"Kreis 11 (bis 1970)",8.1,
1966,"CVP/Die Mitte",6,"Kreis 11 (bis 1970)",8.1,14.2
1966,"AL",7,"Kreis 11 (bis 1970)",8.1,
1966,"EVP",8,"Kreis 11 (bis 1970)",8.1,5.3
1966,"Demokraten",9,"Kreis 11 (bis 1970)",8.1,4
1966,"LDU",15,"Kreis 11 (bis 1970)",8.1,21
1970,"SP",1,"Kreis 11 (bis 1970)",8.1,31
1970,"BGB/SVP",2,"Kreis 11 (bis 1970)",8.1,6.3
1970,"FDP",3,"Kreis 11 (bis 1970)",8.1,12.1
1970,"GPS",4,"Kreis 11 (bis 1970)",8.1,
1970,"GLP",5,"Kreis 11 (bis 1970)",8.1,
1970,"CVP/Die Mitte",6,"Kreis 11 (bis 1970)",8.1,13.6
1970,"AL",7,"Kreis 11 (bis 1970)",8.1,
