,iyear,imonth,iday,country_txt,region_txt,city,latitude,longitude,summary,doubtterr,multiple,success,suicide,attacktype1_txt,attacktype2_txt,attacktype3_txt,targtype1_txt,corp1,target1,natlty1_txt,targtype2_txt,corp2,target2,natlty2_txt,targtype3_txt,corp3,target3,natlty3_txt,gname,gname2,gname3,motive,individual,nperps,nperpcap,claim2,claim3,weaptype1_txt,weaptype2_txt,weaptype3_txt,weaptype4_txt,weapdetail,nkill,nkillter,nwound,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhours,ndays,ransom,ransomamt,ransompaid,ransomnote,hostkidoutcome_txt,nreleased,,
67332,1997,12,9,France,Western Europe,Unknown,NA,NA,,0,0,1,0,Bombing/Explosion,,,Government (General),Govt,Facility (U/I),France,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
138824,2014,10,7,Pakistan,South Asia,Jamrud,34.002579,71.382477,"10/07/2014: Assailants abducted a retired Khasadar from Mando Mela area, near Jamrud tehsil, Khyber Pakhtunkhwa province, Pakistan. The victim was killed later the same day. No group claimed responsibility for the incident.",0,0,1,0,Hostage Taking (Kidnapping),,,Military,Khassadars,Former Soldier: Haji Abdul Latif,Pakistan,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Firearms,,,,,1,0,0,0,-9,NA,,NA,It is unknown if a house was damaged in this attack.,1,1,-99,NA,0,NA,NA,,Hostage(s) killed (not during rescue attempt),0,,
103274,2011,9,29,Philippines,Southeast Asia,Pasig,14.67428,121.057495,"09/29/2011: On Thursday morning around 0830, on Ortigas Avenue in Manila, Manila, Philippines, a South Korean business man, identified as 59 year old Hyung Hur, was shot several times and killed by unidentified gunmen. His driver was also wounded in the attack. The victims were driving a black Ford Expedition (HUR 33). The militants, traveling on a motorcycle, opened fire on the victims' vehicle. No group claimed responsibility for the attack.",0,0,1,0,Armed Assault,,,Private Citizens & Property,,A civilian was targeted in the attack.,South Korea,,,,,,,,,Unknown,,,The specific motive for the attack is unknown.,0,-99,0,NA,NA,Firearms,,,,Unknown firearms were used in the attack.,1,0,1,0,-9,NA,,NA,It is unknown if the attack caused any property damage.,0,NA,NA,NA,NA,NA,NA,,,NA,,
140851,2014,11,25,Pakistan,South Asia,Sanjawi,30.271502,68.32032,"11/25/2014: Assailants opened fire on the Modern Medical Store in Sanjawi area, Balochistan province, Pakistan. The owner of the store was killed in the attack. No group claimed responsibility for the incident.",0,0,1,0,Armed Assault,,,Business,Modern Medical Store,Owner: Saleh Khan,Pakistan,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Firearms,,,,,1,0,0,0,1,3,Minor (likely < $1 million),-99,A medical store was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
19819,1983,9,21,United Kingdom,Western Europe,Armagh,54.347539,-6.656108,,-9,0,1,0,Bombing/Explosion,,,Business,,auto showroom,Northern Ireland,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,NA,NA,NA,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
5455,1977,10,19,Italy,Western Europe,Turin,45.072731,7.679541,,0,0,1,0,Bombing/Explosion,,,Transportation,,American Express Bus,United States,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,3,Minor (likely < $1 million),2000,,0,NA,NA,NA,0,NA,NA,,,NA,,
125717,2014,1,9,Iraq,Middle East & North Africa,Ramadi,33.420948,43.295662,"01/09/2014: A suicide bomber driving an explosives-laden vehicle detonated next to a Special Weapons and Tactics (SWAT) patrol in Sufiyah area, east of Ramadi city, Al Anbar governorate, Iraq. In addition to the bomber, at least three patrol members were killed and six others were wounded in the blast. No group claimed responsibility for the incident.",0,0,1,1,Bombing/Explosion,,,Police,Special Weapons and Tactics (SWAT) Forces,Patrol,Iraq,,,,,,,,,Unknown,,,,0,1,0,NA,NA,Explosives,,,,,4,1,6,0,-9,NA,,NA,It is unknown if any property was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
19764,1983,9,15,Bolivia,South America,Potosi,-19.572167,-65.75499,,-9,0,1,0,Bombing/Explosion,,,Private Citizens & Property,,"Teachers Union Headquarters, Sucre Street",Bolivia,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,NA,NA,NA,NA,1,NA,,NA,"Damages: explosion, broken windows and destroyed main door",0,NA,NA,NA,0,NA,NA,,,NA,,
171614,2017,1,30,Somalia,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"01/30/2017: Assailants shot and killed Malaq Mohamed Ali, a clan elder and peacemaker, outside of a mosque in Darkheynley, Mogadishu, Banaadir, Somalia. No group claimed responsibility; however, sources suspected that the attack was carried out by Al-Shabaab.",0,0,1,0,Assassination,,,Private Citizens & Property,Not Applicable,Peacemaker: Malaq Mohamed Ali,Somalia,,,,,,,,,Al-Shabaab,,,,0,2,0,NA,NA,Firearms,,,,Two pistols were used in the attack.,1,0,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
103872,2011,11,9,Chile,South America,Santiago,-33.583333,-70.7,"11/9/2011: An improvised explosive device exploded outside of a branch of the banking institution BancoEstado in Santiago city, Santiago province, Chile.  Security cameras show two assailants leaving a package outside of the bank; the assailants fled following the incident.  Two automatic teller machines were damaged in the explosion and several windows were shattered; there were no reported injuries.  No group claimed responsibility and specific motive is unknown; however, sources speculate that the attack was perpetrated by anarchists.",0,0,1,0,Bombing/Explosion,,,Business,A bank,A branch of BancoEstado in the municipality of San Bernardo,Chile,,,,,,,,,Anarchists,,,"Specific motive is unknown; however, sources speculate that the attack was perpetrated by anarchists fuelled by increasing protests over reform issues",0,2,0,NA,NA,Explosives,,,,An explosive device left in a package outside of a bank,0,0,0,0,1,3,Minor (likely < $1 million),NA,Two automatic teller machines were damaged and several windows were shattered,0,NA,NA,NA,NA,NA,NA,,,NA,,
111151,2012,9,26,Ireland,Western Europe,Dublin,53.361675,-6.245485,"09/26/2012: A pipe bomb was thrown into a civilian house in Coolock area, county Dublin, Ireland. No one was injured in the attack. No group claimed responsibility for the incident; however, a man was arrested several days later in connection with the attack.",0,0,0,0,Bombing/Explosion,,,Private Citizens & Property,Not Applicable,House,Ireland,,,,,,,,,Unknown,,,,0,1,1,NA,NA,Explosives,,,,,0,0,0,0,1,3,Minor (likely < $1 million),-99,A window was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
103110,2011,9,16,Iraq,Middle East & North Africa,Jabella,32.468191,44.550194,"09/16/2011: On Friday, in Jabella, Babil, Iraq, unknown assailants detonated a vehicle borne improvised explosive device targeting civilians. The blast wounded three civilians, and destroyed a nearby car. When first responder officials responded to the scene of the blast, a second vehicle borne improvised explosive device was detonated. The second blast wounded seven responders and caused an unknown amount of property damage. No group claimed responsibility.",0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,,Civilians,Iraq,Police,,First respondents were targeted.,Iraq,,,,,Unknown,,,The specific motive for the attack is unknown.,0,-99,0,NA,NA,Explosives,,,,A vehicle borne improvised explosive device was used in the attack.,0,0,10,0,1,3,Minor (likely < $1 million),NA,The attack caused an unknown amount of property damage.,0,NA,NA,NA,NA,NA,NA,,,NA,,
28301,1986,6,10,Colombia,South America,Tame,6.46052,-71.72989,,-9,0,1,0,Facility/Infrastructure Attack,,,Business,Gessin Company (oil well drilling company),warehouse,Colombia,,,,,,,,,National Liberation Army of Colombia (ELN),,,,0,NA,NA,NA,NA,Firearms,,,,Automatic firearm,0,NA,0,NA,1,3,Minor (likely < $1 million),3000,"Damages: stole 50 lbs of dynamite, estiamted at $3,000 (warehouse)",0,NA,NA,NA,0,NA,NA,,,NA,,
28504,1986,6,27,Spain,Western Europe,Bilbao,43.258434,-2.921819,,0,0,1,0,Bombing/Explosion,,,Police,Police,Police Cars (2),Spain,,,,,,,,,Basque Fatherland and Freedom (ETA),,,,0,NA,NA,NA,NA,Explosives,,,,Explosives,0,NA,5,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
53996,1992,11,12,South Africa,Sub-Saharan Africa,Johannesburg,-26.184113,28.033232,,1,0,1,0,Assassination,,,Private Citizens & Property,,persons on Farraday Station platform,South Africa,,,,,,,,,Unknown,,,,0,1,NA,NA,NA,Firearms,,,,Pistol,1,NA,2,NA,0,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
33827,1988,3,17,El Salvador,Central America & Caribbean,San Miguel de Mercedes,14.009286,-88.940189,,0,0,1,0,Facility/Infrastructure Attack,,,Government (General),Govt,San Miguel Mercedes,El Salvador,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,0,NA,NA,NA,NA,Firearms,Incendiary,,,Automatic firearm, Incendiary,1,NA,0,NA,1,3,Minor (likely < $1 million),50000,,0,NA,NA,NA,0,NA,NA,,,NA,
64599,1997,2,2,France,Western Europe,Unknown,41.919593,8.737687,,0,0,1,0,Bombing/Explosion,,,Telecommunication,,Telecommunications Office (1),France,,,,,,,,,Corsican National Liberation Front- Historic Channel,,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
83967,2007,8,5,Afghanistan,South Asia,Unknown,30.996068,65.475736,"08/05/2007: A roadside bomb killed two Afghan civilians in the southern province of Kandahar, Afghanistan. Authorities are blaming the attack on the Taliban although they have not formally claimed responsibility.",0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,Unknown,Unknown,Afghanistan,,,,,,,,,Taliban,,,Unknown,0,NA,NA,NA,NA,Explosives,,,,,2,0,0,NA,1,4,Unknown,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
4118,1976,9,4,West Germany (FRG),Western Europe,West Berlin,52.50153,13.401851,,0,0,1,0,Facility/Infrastructure Attack,,,Government (General),,District Court,Germany,,,,,,,,,Baader-Meinhof Group,,,,0,NA,NA,NA,NA,Incendiary,,,,Incendiary,0,NA,0,NA,1,3,Minor (likely < $1 million),3000,,0,NA,NA,NA,0,NA,NA,,,NA,,
20461,1983,12,12,Peru,South America,Santa Carmen,-9.317778,-75.934444,,0,0,1,0,Armed Assault,,,Private Citizens & Property,,town of Santa Carmen,Peru,,,,,,,,,Shining Path (SL),,,,0,NA,NA,NA,NA,Firearms,,,,Automatic firearm,8,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
169517,2016,11,21,Afghanistan,South Asia,Unknown,36.215687,65.932507,"11/21/2016: Security forces shot and killed a suicide bomber attempting to target government officials in northern Sari Pul, Afghanistan. The assailant was the only reported casualty. No group claimed responsibility for the attack.",0,0,0,1,Assassination,,,Government (General),Government of Sar-e Pul,Governor: Muhammad Zahir,Afghanistan,Government (General),Government of Sar-i-Pul,Intelligence Chief,Afghanistan,,,,,Unknown,,,,0,1,0,NA,NA,Explosives,,,,An explosives-laden vest was used in the attack.,1,1,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
112088,2012,11,3,Pakistan,South Asia,Hangu,33.528893,71.056122,"11/03/2012: Assailants remote-detonated a roadside bomb in Hangu, Khyber Pakhtunkhwa, Pakistan. A civilian was injured in the blast and his vehicle was badly damaged. No group claimed responsibility for the incident.",0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,Not Applicable,Civilians,Pakistan,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,,0,0,1,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
73000,2001,8,28,Russia,Eastern Europe,Karabudakhkentsky  (District),42.692332,47.533398,"08/28/2001: A portion of the Chernomortransneft oil pipeline was blown up in an explosion in the Karabudakhkentski district of Dagestan, Russia. Some 20 tons of oil spilled out of the aperture, most of it ending in the Caspian Sea. No injuries occurred and no perpetrators were identified.",0,0,1,0,Bombing/Explosion,,,Utilities,Chernomortransneft,"A portion of the Chernomortransneft oil pipeline in the Karabudakhkentski district of Dagestan, Russia",Russia,,,,,,,,,Unknown,,,Unknown,0,NA,0,NA,NA,Explosives,,,,,0,0,0,0,1,2,Major (likely >= $1 million but < $1 billion),NA,A portion of the oil pipeline was destroyed and 20 tons of oil were spilled.,0,NA,NA,NA,NA,NA,NA,,,NA,,
138092,2014,9,21,Afghanistan,South Asia,Kunduz,36.705776,68.87706,"09/21/2014: Four assailants attempted to attack an Afghan National Security Force (ANSF) checkpoint near Kunduz city, Kunduz province, Afghanistan. The assailants were arrested before they could carry out the assault. No group claimed responsibility; however, sources suspect that the Taliban were behind the incident.",1,0,0,0,Armed Assault,,,Military,Afghan National Security Force (ANSF),Checkpoint,Afghanistan,,,,,,,,,Taliban,,,,0,4,4,NA,NA,Firearms,,,,,0,0,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
15679,1982,3,13,Peru,South America,Unknown,NA,NA,,-9,0,1,0,Assassination,,,Private Citizens & Property,,Dean's house (Raul Pena Cabrera of San Martin de Porras Univ.),Peru,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,NA,NA,NA,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
3490,1976,1,2,Morocco,Middle East & North Africa,Unknown,NA,NA,,0,0,1,0,Hostage Taking (Kidnapping),,,Private Citizens & Property,NA,"unk, students",France,,,,,,,,,Polisario Front,,,,0,NA,NA,NA,NA,Unknown,,,,,NA,NA,NA,NA,0,NA,,NA,,1,5,NA,NA,1,0,NA,,,NA,,
129348,2014,3,25,Colombia,South America,Toledo,7.318612,-72.48146,"03/25/2014: An explosive device detonated near the Cano Limon-Covenas oil pipeline in Toledo town, Norte de Santander department, Colombia. The pipeline was damaged in the blast. No group claimed responsibility for the incident; however, the military attributed the attack to the National Liberation Army of Colombia (ELN).",0,0,1,0,Bombing/Explosion,,,Utilities,Ecopetrol,Cano Limon-Covenas Oil Pipeline,Colombia,,,,,,,,,National Liberation Army of Colombia (ELN),,,,0,-99,0,NA,NA,Explosives,,,,,0,0,0,0,1,4,Unknown,-99,An oil pipeline was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
121593,2013,9,26,Iraq,Middle East & North Africa,Latifiyah,32.982933,44.361595,"09/26/2013: Assailants stormed the residence of a Sahwa Council member in Latifiya city, Babil governorate, Iraq. The council member and four of his family members were killed in the attack. No group claimed responsibility for the incident.",0,0,1,0,Armed Assault,,,Terrorists/Non-State Militia,Sahwa Council,Council Member,Iraq,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Firearms,,,,,5,0,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
145960,2015,3,24,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/24/2015: An explosive device detonated in Al Zafraniya area, Karrada district, Baghdad city, Baghdad governorate, Iraq. At least one person was killed and seven people were injured in the blast. No group claimed responsibility for the incident.",0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,Not Applicable,Civilians,Iraq,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,,1,0,7,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
164647,2016,7,11,Iran,Middle East & North Africa,Ahwaz,31.318327,48.670619,"07/11/2016: An explosive device detonated near a gas pipeline in Ahwaz, Khuzestan, Iran. There were no reported casualties in the blast. Suqour al-Ahvaz claimed responsibility for the incident and stated that the attack was carried out in retaliation for Iran's harsh treatment of members of the Arab community in Ahwaz.",0,0,1,0,Bombing/Explosion,,,Utilities,Unknown,Gas Pipeline,Iran,,,,,,,,,Suqour al-Ahvaz,,,Suqour al-Ahvaz claimed responsibility for the incident and stated that the attack was carried out in retaliation for Iran's harsh treatment of members of the Arab community in Ahvaz.,0,-99,0,NA,NA,Explosives,,,,,0,0,0,0,1,4,Unknown,-99,A gas pipeline was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
69311,1999,8,9,Algeria,Middle East & North Africa,Unknown,NA,NA,08/09/1999: A young soldier on leave was killed when attackers slit his throat after stopping his vehicle at a fake roadblock in an undisclosed area of Algeria. Nobody claimed responsibility for the attacks.,1,0,1,0,Armed Assault,,,Military,Algerian Military,Soldier in Algeria,Algeria,,,,,,,,,Unknown,,,Unknown,0,NA,0,NA,NA,Melee,,,,,1,0,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
2460,1974,6,24,United Kingdom,Western Europe,Londonderry,55.011562,-7.312045,,0,0,1,0,Bombing/Explosion,,,Terrorists/Non-State Militia,IRA,"Gerard Craig 17 and David Russell, 18, Catholics",Northern Ireland,,,,,,,,,Irish Republican Army (IRA),,,,0,NA,NA,NA,NA,Explosives,,,,Bomb,2,2,NA,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
56659,1994,6,24,Greece,Western Europe,Athens,37.99749,23.762728,,0,0,1,0,Bombing/Explosion,,,Government (Diplomatic),European Union,Offices,International,,,,,,,,,Revolutionary People's Struggle (ELA),,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
89982,2008,12,20,Philippines,Southeast Asia,Frantilla,10.649638,122.233525,"12/20/2008: On Saturday, suspected New People's Army guerrillas set fire to two rented buses inthe Fantilla village in Miag-ao, Iloilo. The rebels removed the passengers and torched the buses owned by Susie Star Tours at a riverbank in Frantilla village. At least 20 armed men fled the area towards a hilly part of Miag-ao after setting fire to the vehicles. There were no casualties. Authorities also found and safely defused an improvised explosive device (IED) at the scene. Police believed the bus company was targeted due to failure to pay revolutionary taxes. The management of Susie Star Transport claimed that it received previously an extortion threat from the rebel, but ignored it. No group claimed responsibility, although it was widely believed the New People's Army/Communist Party of Philippines (NPA-CPP) was responsible.",0,0,1,0,Facility/Infrastructure Attack,,,Tourists,Susie Star Transport,Two Susie Star Transport tour buses,Philippines,,,,,,,,,New People's Army (NPA),,,The specific motive for the attack is unknown.,0,20,0,NA,NA,Incendiary,,,,Unknown incendiary devices were used in the attack.,0,0,0,0,1,4,Unknown,NA,The attack caused an unknown amount of property damage.,0,NA,NA,NA,-9,NA,NA,,,NA,,
147023,2015,4,20,Iraq,Middle East & North Africa,Husseiniyah,33.548306,44.415733,"04/20/2015: An explosive device detonated in Husseiniyah area, Diyala, Iraq. At least one person was killed and four were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,Not Applicable,Civilians,Iraq,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,0,-99,0,NA,NA,Explosives,,,,,1,0,4,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
146558,2015,4,8,United Kingdom,Western Europe,Larne,54.856471,-5.810265,"04/08/2015: Assailants threw incendiary devices at a private residence in Larne, Northern Ireland, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,Facility/Infrastructure Attack,,,Private Citizens & Property,Not Applicable,House,Northern Ireland,,,,,,,,,Unknown,,,,0,2,2,NA,NA,Incendiary,,,,Petrol bombs were used in the attack.,0,0,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
4070,1976,8,14,Italy,Western Europe,La Maddalena,41.214436,9.407588,,0,1,1,0,Bombing/Explosion,,,Military,,"U.S. vehicles, personally owned by Navy personnel",United States,,,,,,,,,Baader-Meinhof Group,,,,0,NA,NA,NA,NA,Incendiary,,,,Incendiary,0,NA,0,NA,1,3,Minor (likely < $1 million),51000,,0,NA,NA,NA,0,NA,NA,,,NA,,
95889,2010,3,28,Iraq,Middle East & North Africa,Baqubah,33.74324,44.623825,"03/28/2010: On Sunday evening, in the Al Qatun district of western Ba'qubah, Diyala, Iraq, assailants detonated an improvised explosive device near the district mayor's house, damaging the house but causing no casualties. As police first responders arrived, assailants detonated a second IED, wounding seven police officers. No group claimed responsibility.",0,0,1,0,Bombing/Explosion,,,Government (General),Al Qatun District Government,The target was the district mayor's house.,Iraq,Police,Al Qatun Law Enforcement,The target was police first responders.,Iraq,,,,,Unknown,,,The specific motive for the attack is unknown.,0,-99,0,NA,NA,Explosives,,,,Two improvised explosive devices were used in the attack.,0,0,7,0,1,3,Minor (likely < $1 million),NA,A house was damaged in the attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
161237,2016,4,16,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,"04/16/2016: An explosive device detonated near a market in Al-Bakriyah, Baghdad, Iraq. At least two people were killed and eight people were injured in the blast. No group claimed responsibility for the incident.",0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,Unknown,Market,Iraq,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,,2,0,8,0,-9,NA,,NA,It is unknown if any property was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
123246,2013,11,10,India,South Asia,South Garo Hills district,25.330097,90.563609,"11/10/2013: Assailants abducted coal exporter Janking Marak from his residence in the South Garo Hills district, Meghalaya state, India. He was rescued by the Border Security Force (BSF) on November 13, 2013. No group claimed responsibility for the incident; however, BSF troopers identified Marak's kidnappers as members of the Garo National Liberation Army.",0,0,1,0,Hostage Taking (Kidnapping),,,Business,Unknown,Coal Exporter: Janking Marak,India,,,,,,,,,Garo National Liberation Army,,,"The specific motive is unknown; however, sources noted that the victim had received extortion notes from Garo National Liberation Army in the past.",0,4,0,NA,NA,Unknown,,,,,0,0,0,0,0,NA,,NA,,1,1,NA,3,0,NA,NA,,Successful Rescue,1,,
52028,1992,7,4,Algeria,Middle East & North Africa,Oran,35.696944,-0.633056,,0,0,1,0,Bombing/Explosion,,,Journalists & Media,Al-Jumhuriyah Newspaper,Headquarters,Algeria,,,,,,,,,Muslim Militants,,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
35252,1988,7,29,Sri Lanka,South Asia,Trincomalee,8.577826,81.218719,,0,0,1,0,Bombing/Explosion,,,Transportation,Sri Lanka Transport Board,Bus,Sri Lanka,,,,,,,,,Liberation Tigers of Tamil Eelam (LTTE),,,,0,NA,NA,NA,NA,Firearms,Explosives,,,Automatic firearm, Grenade,2,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,
150039,2015,6,30,Colombia,South America,Saravena district,6.956107,-71.872595,"06/30/2015: An explosive device detonated targeting the Bicentenary oil pipeline in Brisas de El Bojaba area, Saravena municipality, Arauca department, Colombia. This was one of three explosions on the pipeline on the same day. No casualties were reported in the blast. No group claimed responsibility; however, sources attributed the incident to the National Liberation Army of Colombia (ELN).",0,1,1,0,Bombing/Explosion,,,Utilities,Bicentennial Oil Pipeline (BOC),Oil Pipeline,Colombia,,,,,,,,,National Liberation Army of Colombia (ELN),,,,0,-99,0,NA,NA,Explosives,,,,,0,0,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
107122,2012,4,19,Pakistan,South Asia,Nawagai,34.404932,72.558932,"04/19/2012: A remote-controlled explosive device detonated at the Government School for Boys in Nawagai town, Federally Administered Tribal Areas, Pakistan. No casualties were reported; however, the building was destroyed. No group claimed responsibility for the incident.",0,0,1,0,Bombing/Explosion,,,Educational Institution,Government of Pakistan,Boys' Primary School,Pakistan,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,,0,0,0,0,1,3,Minor (likely < $1 million),-99,The government school was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
96386,2010,5,8,Somalia,Sub-Saharan Africa,El Barde,4.827732,43.660667,"05/08/2010: On Saturday, in Ceel Barde near Xuddur, Bakool, Somalia, unknown assailants attacked the town by unknown means and took control of it; no casualties or damages were reported. No group claimed responsibility, but the militant group al-Shabaab is thought to be responsible for the attack.",0,0,0,0,Unknown,,,Private Citizens & Property,,The town of Ceel Barde was targeted in the attack.,Somalia,,,,,,,,,Al-Shabaab,,,The specific motive for the attack is unknown.,0,-99,0,NA,NA,Unknown,,,,Unknown weapons were used in the attack.,0,0,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
36260,1988,11,18,Colombia,South America,Puerto La Esperanza,3.299682,-73.432754,,0,0,1,0,Assassination,,,Government (General),Patriotic Union Party,Felix Antonio Villalba Sanabria,Colombia,,,,,,,,,Death Squad,,,,0,NA,NA,NA,NA,Firearms,,,,Automatic firearm,0,NA,0,NA,0,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
35373,1988,8,13,Spain,Western Europe,Solares,43.38377,-3.738101,,0,0,1,0,Bombing/Explosion,,,Business,Auto showroom,Auto Showroom,France,,,,,,,,,Basque Fatherland and Freedom (ETA),,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
94074,2009,10,22,Philippines,Southeast Asia,Taung,6.074574,121.134326,"10/22/2009: On Thursday night at 2300, in Taung village in Patikul, Sulu, Philippines, assailants detonated an improvised explosive device on the Tangan-Tangan Bridge, damaging the bridge but causing no casualties. No group claimed responsibility, although authorities suspected that the Abu Sayyaf Group (ASG) was responsible.",0,0,1,0,Bombing/Explosion,,,Transportation,,A bridge was targeted in the attack.,Philippines,,,,,,,,,Abu Sayyaf Group (ASG),,,The specific motive for the attack is unknown.,0,-99,0,NA,NA,Explosives,,,,An improvised explosive device was used in the attack.,0,0,0,0,1,3,Minor (likely < $1 million),NA,A bridge was damaged in the attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
22079,1984,5,16,South Africa,Sub-Saharan Africa,Jabulani,-26.252697,27.870275,,0,0,1,0,Bombing/Explosion,,,Police,,South African Police,South Africa,,,,,,,,,African National Congress (South Africa),,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
2208,1974,1,30,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,0,1,0,Assassination,,,Private Citizens & Property,,"Thomas Walker, Protestant",Northern Ireland,,,,,,,,,Protestant extremists,,,,0,NA,NA,NA,NA,Firearms,,,,Firearm,1,NA,NA,NA,0,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
43875,1990,9,3,Bangladesh,South Asia,Unknown,NA,NA,,0,0,1,0,Assassination,,,Government (General),,Forest Service Employes,Bangladesh,,,,,,,,,Shanti Bahini - Peace Force,,,,0,NA,NA,NA,NA,Firearms,,,,Automatic firearm,2,NA,0,NA,0,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
151657,2015,8,10,Turkey,Middle East & North Africa,Cukurca,37.24705,43.611573,"08/10/2015: Assailants abducted 10 customs officials in Cukurca area, Yuksekova district, Hakkari province, Turkey. All of the hostages were released on September 8, 2015. The Kurdistan Workers' Party (PKK) claimed responsibility for the incident.",0,0,1,0,Hostage Taking (Kidnapping),,,Government (General),Turkish Ministry of Customs and Trade,Customs Officials,Turkey,,,,,,,,,Kurdistan Workers' Party (PKK),,,,0,-99,0,NA,NA,Unknown,,,,,0,0,0,0,0,NA,,NA,,1,10,NA,29,0,NA,NA,,Hostage(s) released by perpetrators,10,,
